ano,descricao,quantidade,unidadeMedida,valorUnitarioEstimado,valorTotalEstimado,valorUnitarioHomologado,tipoPessoa,cpfCnpjFornecedor,razaoSocialFornecedor,nuProcesso,ano_referencia
2024,"CAMISA social manga longa, material: 67% poliéster e 33% algodão, tipo manga: comprida com punho simples/pespontado., tipo colarinho: entretelado/indeformável/pespontado, tipo bolso: chapeado sem tampa, em cor, tamanhos variados P, M, G e GG, características adicionais: abertura frontal com fechamento por botões. Item registrado na ata: 0045/2023",230.0,Un,61.5,6150.0,27.09,PJ,51174387000133,JUCIVANDA ROBERTO PESSOA,25.234.000009.2024,2024
2024,"KIT de calibração óptica do sistema de PCR em tempo real 7500 (applied biosystems) contendo as placas com os seguintes padrões de fluorescência: CY3, CY5, TEXAS RED - bloco de 0,2 ml com 96 poços.",1.0,KIT,1591.71,1591.71,1591.71,PJ,63067904000588,LIFE TECHNOLOGIES BRASIL COM.E INDUSTRIA DE PROD.PARA BIOTECNOLOGIA LTDA,25.234.000010.2024,2024
2024,"KIT de calibração óptica do sistema de PCR em tempo real 7500 contendo as placas background, region of interest (roi), e os seguintes padrões de fluorescência: FAM, SYBR GREEN, VIC, JOE, NED, TAMRA E ROX. Bloco 0.2 ML.",1.0,KIT,1599.71,1599.71,1291.71,PJ,63067904000588,LIFE TECHNOLOGIES BRASIL COM.E INDUSTRIA DE PROD.PARA BIOTECNOLOGIA LTDA,25.234.000010.2024,2024
2024,"PLACA de RNASE P compatível com equipamento quanstudio 5 - bloco de 0,2 ml com 96 poços.",1.0,Un,2811.71,2811.71,6107.71,PJ,63067904000588,LIFE TECHNOLOGIES BRASIL COM.E INDUSTRIA DE PROD.PARA BIOTECNOLOGIA LTDA,25.234.000010.2024,2024
2024,"PLACA de calibração espectral para equipamento de PCR em tempo real contendo as fluorescências (ABY, JUN, MUSTANG PURPLE), compatível com equipamento quantstudio 5 (applied biosystems) - bloco de 0,2 ml com 96 poços. ",1.0,Un,1611.71,1611.71,1599.71,PJ,63067904000588,LIFE TECHNOLOGIES BRASIL COM.E INDUSTRIA DE PROD.PARA BIOTECNOLOGIA LTDA,25.234.000010.2024,2024
2024,"PLACA de calibração espectral para equipamento de PCR em tempo real contendo as fluorescências (FAM, VIC, ROX, SYBR), compatível com equipamento quantstudio 5 (applied biosystems) - bloco de 0,2 ml com 96 poços. ",1.0,Un,1291.71,1291.71,1611.71,PJ,63067904000588,LIFE TECHNOLOGIES BRASIL COM.E INDUSTRIA DE PROD.PARA BIOTECNOLOGIA LTDA,25.234.000010.2024,2024
2024,"PLACA de calibração espectral para equipamento de PCR em tempo real contendoas fluorescências (TAMRA, NED, CY5), compatível com equipamento quantstudio 5(applied biosystems) - bloco de 0,2 ml com 96 poços. ",1.0,Un,3899.71,3899.71,2811.71,PJ,63067904000588,LIFE TECHNOLOGIES BRASIL COM.E INDUSTRIA DE PROD.PARA BIOTECNOLOGIA LTDA,25.234.000010.2024,2024
2024,"PLACA de region of interest (ROI) e brackground para equipamento de PCR em tempo real, compatível com equipamento quantstudio 5 (applied biosystems) - bloco de 0,2 ml com 96 poços. Pacote com 2 unidades. ",1.0,Pct,6107.71,6107.71,3899.71,PJ,63067904000588,LIFE TECHNOLOGIES BRASIL COM.E INDUSTRIA DE PROD.PARA BIOTECNOLOGIA LTDA,25.234.000010.2024,2024
2024,"AGAR xilose lisina desoxicolato (XLD) na composição (g/l): extrato de levedura 3,0; L-Lisina 5,0; xilose 3,75; lactose 7,5; sacarose 7,5; desoxicolato de sódio 2,5; citrato férrico amôniacal 0,8; tiossulfato de sódio 6,8; cloreto de sódio 5,0; vermelho de fenol 0,08; agar 13,5. pH: 7,4 ±0.2 a 25ºC. Frasco de 500g desidratado.",15.0,Un,333.69,667.38,335.0,PJ,39409828000133,"BCLAB - COMERCIO VAREJISTA DE ART. MEDICOS,ORTOPEDICOS,PEÇAS E ACESSORIO PARA APARENHOS ELET.EIRELI",25.234.000011.2024,2024
2024,"CALDO BILE VERDE BRILHANTE 2% - Base para preparação de meios de cultura seletivos para o cultivo decoliformes em água potável ou não, alimentos, produtos lácteos e outros produtos de preocupação sanitária. Composição (g/L): digestão enzimática de caseína: 10,0; lactose: 10,0; verde brilhante: 0,0133; ox bile: 20; pH final 7,2 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Fr,356.21,712.42,983.19,PJ,06880842000161,LAS DO BRASIL COM DE PROD A E LAB LTDA,25.234.000011.2024,2024
2024,"CALDO EC – Base para preparação de meios de cultura seletivos para contagem e diferenciação de coliformes em água, esgoto e alimentos. Composição (g/L): triptose: 20,0; lactose: 5,0; cloreto de sódio: 5,0; fosfato dipotássio: 4,0; fosfato diidrogênio de potássio: 1,5; sais biliares n°3: 1,5; pH final 6,9 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Un,359.0,718.0,498.0,PJ,39409828000133,"BCLAB - COMERCIO VAREJISTA DE ART. MEDICOS,ORTOPEDICOS,PEÇAS E ACESSORIO PARA APARENHOS ELET.EIRELI",25.234.000011.2024,2024
2024,"CALDO INFUSÃO CÉREBRO CORAÇÃO (BHI) — Base para preparação de meios de cultura, recomendados para o cultivo de microrganismos patogênicos fastidiosos. Composição (g/L): infusão de coração de boi: 5,0; infusão de cérebro de bezerro: 12,5; hidrogenofosfatodissódico: 2,5; glicose: 2,0; peptona: 10,0; cloreto de sódio: 5,0; pH final 7,4 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Fr,310.5,621.0,289.93,PJ,31059333000110,CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,25.234.000011.2024,2024
2024,"CALDO MR-VP – Base para produção de meios de cultura utilizados para a diferenciação de bacilos entéricos Gram negativos com base no vermelho de metila e reações de acetilmetilcarbinol (Voges-Proskauer) do grupo EscherichiaEnterobacter, recomendado pela ISO6785:2001 e IDF 93:2001. Composição (g/L): mistura de peptona: 7,0; fosfato de potássio: 5,0; glicose: 5,0; pH final 6,9 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Fr,289.93,579.86,516.43,PJ,06880842000161,LAS DO BRASIL COM DE PROD A E LAB LTDA,25.234.000011.2024,2024
2024,"CALDO TETRATIONATO – Base para produção de meios de cultura, recomendados para o método de enriquecimento seletivo para isolamento de Salmonella em fezes, alimentos e outros materiais de importância sanitária. Composição (g/L): triptona: 2,5; peptona: 2,5; sais biliares: 1,0; carbonato de cálcio: 10,0; tiossulfato de sódio: 30,0; pH final 8,4 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",3.0,Un,446.74,893.48,385.0,PJ,39409828000133,"BCLAB - COMERCIO VAREJISTA DE ART. MEDICOS,ORTOPEDICOS,PEÇAS E ACESSORIO PARA APARENHOS ELET.EIRELI",25.234.000011.2024,2024
2024,"LOWESTEIN JENSEN MEDIUM BASE – Base para preparação de meios de cultura, utilizados para o isolamento de Mycobacterium spp. Composição (g/L): Lasparagina: 3,6; fosfato monopotássico: 2,4; sulfato de magnésio: 0,24; citrato de magnésio: 0,6; farinha de batata: 30,0; verde malaquita: 0,4. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",1.0,Fr,516.43,1032.86,366.78,PJ,06880842000161,LAS DO BRASIL COM DE PROD A E LAB LTDA,25.234.000011.2024,2024
2024,"MEIO DE CULTURA CALDO LAURIL TRIPTOSE – Base para preparação de meios de cultura. Composição (g/L): triptose: 20.0; lactose: 5.0; cloreto de sódio: 5.0; lauril sulfato de sódio: 0.1; fosfato de potássio dibásico: 2.75; fosfato de potássio monobásico: 2.75; pH final 6,8±0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data defabricação, prazo de validade, lote, responsável técnico.",2.0,FRASCO,345.0,690.0,1730.58,PJ,17029090000146,GENETIK IMPORTADORA E DISTRIBUIDORA LTDA,25.234.000011.2024,2024
2024,"MEIO DE CULTURA CALDO RAPPAPORT-VASSILIADIS MODIFICADO (RV) – Base para preparação de meios de cultura, utilizado para isolamento e identificação de salmonella SPP e shigela SPP, Embalagem com 500g. Composição em g/l: Digestão Pancrética de Caseína; 4,54g. Cloreto de Sódio; 7,2g. Fosfato Monopotássico; 1,45g. Cloreto de Magnésio (amido); 13,4g. Oxalato de Verde Malaquita; 0,036g. pH Final: 5,1+/- 0,2. Frasco de 500g, com dados deidentificação do produto, data de fabricação, prazo de validade.",2.0,Fr,330.0,660.0,1397.34,PJ,17029090000146,GENETIK IMPORTADORA E DISTRIBUIDORA LTDA,25.234.000011.2024,2024
2024,"MEIO DE CULTURA INDOL SULFETO MOTILIDADE (SIM) – Base para preparação de meios de cultura. Composição (g/L): digestivo péptico de tecido animal: 30.0; extrato de carne: 3.00; ferro peptonizado: 0.20; tiossulfato de sódio: 0.025; ágar: 3.00, pH final 7,3±0,2. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,FRASCO,405.52,811.04,405.52,PJ,31059333000110,CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,25.234.000011.2024,2024
2024,"MEIO DE CULTURA ÁGAR SABOURAUD CLORANFENICOL — Base para preparação de meios de cultura. Composição (g/L): peptomicol: 10.0; glicose: 40.0; cloranfenicol: 0.5; ágar: 15.0; pH final 5,6±0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,FRASCO,385.0,1155.0,378.0,PJ,39409828000133,"BCLAB - COMERCIO VAREJISTA DE ART. MEDICOS,ORTOPEDICOS,PEÇAS E ACESSORIO PARA APARENHOS ELET.EIRELI",25.234.000011.2024,2024
2024,"PEPTONA BACTERIOLÓGICA – Suplemento utilizado na preparação de meios de cultura como uma fonte facilmente disponível para o crescimento de bactérias. Especificações técnicas: solubilidade em água a 2%: completa; pH em solução a 2%: 7,0 ± 0,5; perda na secagem:  6,0%; nitrogênio total: > 12,5%; nitrogênio -amino AN: 3 – 4,5%; cinzas: 5,0%. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Fr,335.0,5025.0,1777.76,PJ,06880842000161,LAS DO BRASIL COM DE PROD A E LAB LTDA,25.234.000011.2024,2024
2024,"ÁGAR BACTERIOLÓGICO. Agente gelificante especialmente designado para a preparação de meios de cultura e em outras aplicações. Especificações técnicas: cor: branco a bege; tamanho das partículas: 95% por 60 mesh ASTM; perda ao secar:  12%; cinzas:  4,0%; pH (1,5) antes e depois da autoclavagem: 6,0 — 7,5; ponto de solidificação (1,5%): 35°C — 39°C; ponto de fusão (1,5%): 85°C — 90°C; força do gel (1,5%, Nikan) antes e depois da autoclavagem: 750 — 1000g/cm³; transparência (1,5%):  10 NTU; colorimetria (450 nm) antes e depois da autoclavagem:  0,20. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Fr,305.0,610.0,199.9,PJ,39409828000133,"BCLAB - COMERCIO VAREJISTA DE ART. MEDICOS,ORTOPEDICOS,PEÇAS E ACESSORIO PARA APARENHOS ELET.EIRELI",25.234.000011.2024,2024
2024,"ÁGAR BILE ESCULINA – Base para preparação de meio de cultura, indicado para a diferenciação de enterococos e estreptococos do grupo D. Composição (g/L): extrato de carne: 3,0; peptona: 5,0; esculina: 1,0; bile de boi: 40,0; citrato férrico: 0,5; ágar: 14,0; pH final 6,4 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo devalidade, lote, responsável técnico.",2.0,FRASCO,935.0,935.0,300.54,PJ,31059333000110,CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,25.234.000011.2024,2024
2024,"ÁGAR BILE VERMELHO VIOLETA GLICOSE (VRBG) – Base para produção de meios de cultura seletivos para o isolamento e identificação de enterobactérias. Composição (g/L): sais biliares: 1,5; violeta cristal: 0,002; glicose: 10,0; vermelho neutro: 0,03; peptona degelatina: 7,0; cloreto de sódio: 5,0; extrato de levedura: 3,0; ágar: 13,0; pH final 7,2 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",1.0,FRASCO,417.0,834.0,935.0,PJ,39409828000133,"BCLAB - COMERCIO VAREJISTA DE ART. MEDICOS,ORTOPEDICOS,PEÇAS E ACESSORIO PARA APARENHOS ELET.EIRELI",25.234.000011.2024,2024
2024,"ÁGAR CARVÃO (CHARCOAL AGAR) Base para preparação de meio de cultura, utilizado para o cultivo e isolamento de Bordetella pertussis,Composição (g/L): pó “Lab-Lemco”: 10,0; peptona: 10,0; amido: 10,0; carvão bacteriológico: 4,0; cloreto de sódio: 5,0; ácido nicotínico (niacina): 0,001; ágar: 12,0; pH final 7,4 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Un,1730.58,3461.16,305.0,PJ,39409828000133,"BCLAB - COMERCIO VAREJISTA DE ART. MEDICOS,ORTOPEDICOS,PEÇAS E ACESSORIO PARA APARENHOS ELET.EIRELI",25.234.000011.2024,2024
2024,"ÁGAR CISTINA LACTOSE ELETRÓLITO DEFICIENTE (CLED) — Base para produção de meios de cultura, utilizados na inibição de Proteus para o cultivo de bactérias Gram negativas e Gram positivas do trato urinário. Composição (g/L): lactose: 10,0; peptona de caseína: 4,0; peptona de gelatina: 4,0; extrato de carne: 3,0; Lcistina: 0,128; azul de bromotimol: 0,02; ágar: 15,0; pH final 7,3 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Un,309.35,618.7,310.5,PJ,31059333000110,CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,25.234.000011.2024,2024
2024,"ÁGAR CITRATO DE SIMMONS — Base para preparação de meios de cultura, recomendados para a diferenciação e identificação de Enterobacteriaceae com base na utilização de citrato. Composição (g/L): sulfato de magnésio: 0,2; dihidrogenofosfato de amônio: 1,0; fosfato dipotássico: 1,0; citrato de sódio: 2,0; cloreto de sódio: 5,0; ágar: 15,0; azul de bromotimol: 0,08; pH final 6,9 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Un,407.9,815.8,309.35,PJ,31059333000110,CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,25.234.000011.2024,2024
2024,"ÁGAR CONTAGEM DE PLACAS (PCA) -– Base para preparação de meios de cultura, usados para contagem total de bactérias aeróbicas e anaeróbicas heterotróficas facultativas em água e alimentos em geral. Composição (g/L):digestivo enzimático de caseína: 5,0; extrato de levedura: 2,5; glicose: 1,0; ágar: 15,0; pH final 7,0 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo devalidade, lote, responsável técnico.",2.0,FRASCO,395.0,790.0,362.81,PJ,31059333000110,CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,25.234.000011.2024,2024
2024,"ÁGAR DNASE - Base para preparação de meios de cultura, utilizados na diferenciação de microrganismos com base na atividade da desoxirribonuclease(DNase), do Staphylococcus aureus, composição (g/L): triptona: 20,0; cloreto de sódio: 5,0; ácido desoxirribonucleico: 2,0; ágar: 15,0; pH final 7,3 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Fr,1397.34,2794.68,313.38,PJ,31059333000110,CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,25.234.000011.2024,2024
2024,"ÁGAR EOSINA AZUL DE METILENO (EMB LEVINE) – Base para preparação de meios de cultura seletivo para a investigação e diferenciação de enterobactérias fermentadoras de lactose em alimentos, produtos lácteos e amostras clínicas. É usado para o exame de amostras de importância sanitária para a presença de coliformes. Composição (g/L): peptona de gelatina: 10,0; lactose: 10,0; fosfato dipotássico: 2,0; eosina Y: 0,4; azul de metileno: 0,065; ágar: 15; pH final 7,1 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,FRASCO,300.54,601.08,417.0,PJ,39409828000133,"BCLAB - COMERCIO VAREJISTA DE ART. MEDICOS,ORTOPEDICOS,PEÇAS E ACESSORIO PARA APARENHOS ELET.EIRELI",25.234.000011.2024,2024
2024,"ÁGAR FUNGOBIÓTICO (MYCOBIO/MYCOSEL) — Base para preparação de meios de cultura, destinados ao isolamento e conservaçãode fungos patogênicos, principalmente dermatófitos. Composição (g/L): hidrolisado papaínico de farinha de soja: 10,0; glicose: 10,0; cicloheximida: 0,4; cloranfenicol: 0,05; ágar: 15,5; pH final 6,9 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Fr,1777.76,3555.52,358.0,PJ,39409828000133,"BCLAB - COMERCIO VAREJISTA DE ART. MEDICOS,ORTOPEDICOS,PEÇAS E ACESSORIO PARA APARENHOS ELET.EIRELI",25.234.000011.2024,2024
2024,"ÁGAR HEKTOEN ENTÉRICO (HE) - Base para preparação de meio de cultura seletivo para o isolamento e diferenciação de bacilos Gram negativos entéricos. É utilizado para isolar e diferenciar Salmonella e Shigella. Composição (g/L): peptona proteica: 12,0; lactose: 12,0; extrato de levedura: 3,0; sais biliares n°3: 9,0; sacarose: 12,0; cloreto de sódio: 5,0; salicina: 2,0; tiossulfato de sódio: 5,0; citrato férrico de amônio: 1,5; fucsina ácida: 0,1; azul de bromotimol: 0,065, ágar: 15,0; pH final 7,5 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Fr,362.81,725.62,411.0,PJ,39409828000133,"BCLAB - COMERCIO VAREJISTA DE ART. MEDICOS,ORTOPEDICOS,PEÇAS E ACESSORIO PARA APARENHOS ELET.EIRELI",25.234.000011.2024,2024
2024,"ÁGAR KLIGLER FERRO (KIA) – Base para preparação de meios de cultura, utilizados para a diferenciação entre as Enterobacteriaceae com base na sua capacidade de fermentar lactose e/ou glicose e de produzir sulfeto de hidrogênio. Composição (g/L): peptona proteose: 20,0; cloreto de sódio: 5,0; extrato de levedura: 3,0; extrato de carne:3,0; sulfato ferroso: 0,2; tiossulfato de sódio: 0,3; lactose: 10,0; glicose: 1,0; vermelho de fenol: 0,024; ágar: 11,0; pH final 7,4 ± 0,2 a 25°C. Frasco de 500gcom dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Un,395.0,790.0,330.0,PJ,39409828000133,"BCLAB - COMERCIO VAREJISTA DE ART. MEDICOS,ORTOPEDICOS,PEÇAS E ACESSORIO PARA APARENHOS ELET.EIRELI",25.234.000011.2024,2024
2024,"ÁGAR LISINA FERRO (LIA) – Base de preparação para meios de cultura, utilizados para a rápida diferenciação de Enterobacteriaceae, especialmente Salmonella arizonae, com base na descarboxilação e desaminação da lisina e produção de H2S. Este meio é muito útil para a diferenciação de Salmonella arizonae, Citrobacter e Proteus spp.Composição (g/L): L-lisina: 10,0; peptona de gelatina: 5,0; extrato de levedura: 3,0; glicose: 1,0; citrato férrico de amônio: 0,5; tiossulfato de sódio: 0,04; bromocresol roxo: 0,02; ágar: 13,5; pH final 6,7 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação,prazo de validade, lote, responsável técnico.",2.0,Fr,401.0,802.0,333.69,PJ,31059333000110,CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,25.234.000011.2024,2024
2024,"ÁGAR MACCONKEY – Base para preparação de meios de cultura seletivos, utilizados para o isolamento e identificação de enterobactérias a partir de fezes, urina, águas residuais e alimentos. Composição (g/L): digestivo pancreático de gelatina: 17,0; lactose monohidratada: 10,0; cloreto de sódio: 5,0; peptonas (carne e caseína): 3,0; sais biliares: 1,50; vermelho neutro: 0,03; violeta cristal: 0,001; ágar: 13,5; pH final 7,1 ± 0,2 a 25ºC. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Fr,378.0,756.0,345.0,PJ,39409828000133,"BCLAB - COMERCIO VAREJISTA DE ART. MEDICOS,ORTOPEDICOS,PEÇAS E ACESSORIO PARA APARENHOS ELET.EIRELI",25.234.000011.2024,2024
2024,"ÁGAR MUELLER HINTON – Base para produção de meios de cultura, utilizados para testes de sensibilidade a antibióticos e sulfamidas. Também é utilizado para o isolamento primário de Neisseria e outros patógenos a partir de amostras clínicas. Composição (g/L): peptona de caseína ácida (H): 17,5; infusão de carne: 2,0; amido: 1,5; ágar: 17,0; pH final 7,4 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,FRASCO,347.04,694.08,356.21,PJ,31059333000110,CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,25.234.000011.2024,2024
2024,"ÁGAR NUTRIENTE –– Base para preparação de meios de cultura para o cultivo de microrganismos não fastidiosos em água, fezes e amostras clínicas, conforme as ISOs 6579, 10273 e 19250. Composição (g/L): peptona de gelatina: 5,0; extrato de carne: 3,0; ágar: 15,0; pH final 6,8 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Fr,409.0,818.0,359.0,PJ,39409828000133,"BCLAB - COMERCIO VAREJISTA DE ART. MEDICOS,ORTOPEDICOS,PEÇAS E ACESSORIO PARA APARENHOS ELET.EIRELI",25.234.000011.2024,2024
2024,"ÁGAR SABORAUD DEXTROSE — Base para preparação de meios de cultura não seletivo para cultura e manutenção de fungos patogênicos e não patogênicos, especialmente dermatófitos. Composição (g/L): hidrolisado pancreático de caseína: 5,0; hidrolisado péptico de tecido animal: 5,0; dextrose: 40,0; ágar: 15,0; pH final 5,6 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Fr,366.78,366.78,395.0,PJ,39409828000133,"BCLAB - COMERCIO VAREJISTA DE ART. MEDICOS,ORTOPEDICOS,PEÇAS E ACESSORIO PARA APARENHOS ELET.EIRELI",25.234.000011.2024,2024
2024,"ÁGAR SAL MANITOL. Meio seletivo para o isolamento presuntivo de estafilococos patogênicos. A maioria das outras bactérias são inibidas pela alta concentração de cloreto de sódio. Composição (g/L): cloreto de sódio: 75,0; D-manitol: 10,0; digestivo pancreático de caseína: 5,0; digestivo péptico de tecido animal: 5,0; extrato de carne: 1,0; vermelho de fenol: 0,025; ágar: 15,0; pH final 7,4 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Fr,199.9,399.8,347.04,PJ,31059333000110,CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,25.234.000011.2024,2024
2024,"ÁGAR SALMONELLA SHIGELLA (SS) — Base para preparação de meios de cultura seletivo para o isolamento de Salmonella spp. e algumas espécies de Shigella a partir de amostras clínicas e alimentos. Composição (g/L): peptona: 5,5; extrato de carne: 5,0; lactose: 10,0; tiossulfato de sódio: 8,5; extrato de levedura: 5,0; citrato de sódio: 1,0; sais biliares n.º3: 1,5; citrato férrico de amônio: 1,5; verde brilhante: 0,33 mg; vermelho neutro: 0,025; ágar: 14,0; pH final 7,0 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Un,358.0,716.0,395.0,PJ,39409828000133,"BCLAB - COMERCIO VAREJISTA DE ART. MEDICOS,ORTOPEDICOS,PEÇAS E ACESSORIO PARA APARENHOS ELET.EIRELI",25.234.000011.2024,2024
2024,"ÁGAR SANGUE BASE – Base para preparação de meios de cultura destinados para o uso com suplementação de sangue para o cultivo de microrganismos fastidiosos. Composição (g/L): extrato de bife: 10,0; triptose: 10,0; cloreto de sódio: 5,0; ágar: 15,0; pH final 7,3 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Fr,411.0,822.0,401.0,PJ,31059333000110,CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,25.234.000011.2024,2024
2024,"ÁGAR TIOSSULFATO CITRATO BILE SACAROSE (TCBS) – Base para produção de meios de cultura para a diferenciação seletiva utilizado para o isolamento e cultivo de Vibrio cholerae e de outras espécies de Vibrio em amostras clínicas e outros materiais. Composição (g/L): extrato de levedura:5,0; hidrolisado pancreático de caseína: 5,0; hidrolisado péptico de tecido animal: 5,0; citrato de sódio: 10,0; tiossulfato de sódio: 10,0; bile de boi: 5,0; colato de sódio: 3,0; sacarose: 20,0; cloreto de sódio: 10,0; citrato férrico: 1,0; azul de bromotimol: 0,04; azul de timol: 0,04; ágar: 14,0; pH final 8,6 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Fr,983.19,1966.38,446.74,PJ,06880842000161,LAS DO BRASIL COM DE PROD A E LAB LTDA,25.234.000011.2024,2024
2024,"ÁGAR TRÍPLICE AÇÚCAR FERRO (TSI) — Base para produção de meios de cultura, utilizados para a diferenciação de enterobactérias conforme a fermentação da lactose, glicose e sacarose e produção de sulfito de hidrogênio e dióxido de carbono. Composição (g/L): peptona especial: 20,0; lactose: 10,0; sacarose: 10,0; cloreto de sódio: 5,0; extrato de bife: 3,0; extrato de levedura: 3,0; glicose: 1,0; sulfato férrico: 0,2; tiossulfato de sódio: 0,3; vermelho de fenol: 0,025; ágar: 12,0; pH final 7,3 ± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Fr,313.38,626.76,407.9,PJ,31059333000110,CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,25.234.000011.2024,2024
2024,"ÁGAR URÉIA BASE — Base para preparação de meios de culturas, utilizados na diferenciação deEnterobacteriaceae com base na produção de urease. Composição (g/L): peptona de gelatina: 1,0; glicose: 1,0; cloreto de sódio: 5,0; fosfato monopotássico: 2,0; uréia: 20,0; vermelho de fenol: 0,012; pH final 6,8± 0,2 a 25°C. Frasco de 500g com dados de identificação do produto, marca do fabricante, data de fabricação, prazo de validade, lote, responsável técnico.",2.0,Fr,498.0,996.0,409.0,PJ,39409828000133,"BCLAB - COMERCIO VAREJISTA DE ART. MEDICOS,ORTOPEDICOS,PEÇAS E ACESSORIO PARA APARENHOS ELET.EIRELI",25.234.000011.2024,2024
2024,"AVENTAL descartável não estéril, manga longa, gramatura 20, confeccionado em TNT de alta qualidade, oferecendo resistência e durabilidade.  Item registrado na ata: 0101/2023",60.0,Un,1.15,11500.0,21.13,PJ,20873342000123,HC COMERCIO DE PAPELARIA E SERVICOS LTDA,25.234.000012.2024,2024
